flow_id,device_id,rtt_ms,loss_rate,bandwidth_kbps,tls_handshake_ms,mtls
F0000,W078,32.19367000783885,0.021265229591331713,874.5041210799344,82.94708394940517,True
F0001,W089,41.48203470862691,0.01346485181166702,687.5579516741948,115.62438289462337,True
F0002,W041,49.36269201983329,0.013133422560682598,480.98316580045866,154.6337841855586,True
F0003,W037,41.99268803502026,0.002482356728977163,532.3009661929372,106.52436346103406,False
F0004,W037,36.064230160948966,0.056597791070342775,586.6407873431556,85.3109208973122,True
F0005,W073,33.413750941314305,0.04574778713281362,534.8490586008577,132.89288824343186,False
F0006,W042,36.89509960969424,0.005697118423182124,534.2895734857718,92.59570781576231,False
F0007,W082,48.35976500801892,0.015596069928586214,657.8077174353621,111.78215850734951,True
F0008,W095,40.404758652828136,0.024647149124899907,851.2669512652923,140.80369507580633,False
F0009,W049,29.576052010017065,0.03437464071921435,655.9501740312638,126.78988551683851,True
F0010,W099,52.057620572902515,0.07994750779054544,647.3939121672158,132.00803045972617,True
F0011,W077,39.34312643168691,0.0047934258150121225,546.6762984409195,114.99318310343595,False
F0012,W002,28.951714534637283,0.023060655441505845,621.0268710231428,73.88858113338367,True
F0013,W047,40.27973828118434,0.03600604778528481,662.911895698923,109.95229367815264,True
F0014,W043,37.00666137700852,0.0075934548427043815,690.4200235803952,110.44212746557798,False
F0015,W028,27.747338328517735,0.035721370475911174,519.5387755733917,100.57166711571173,False
F0016,W021,22.528871173044323,0.01375488821036637,349.97218848788987,128.13637804020317,True
F0017,W070,40.98179655541614,0.04309664926060987,729.4421871021498,148.02748186970138,True
F0018,W056,35.799026452100485,0.04499438348291506,808.9057365305399,118.10519141651166,False
F0019,W067,30.886535048361658,0.06043771663708178,978.7944341673967,133.2147221575537,False
F0020,W051,41.90816319697421,0.09737432634521248,441.2204337881665,69.20274273279995,True
F0021,W073,35.02326559772113,0.01565819535027705,658.9938311129763,117.25971463433488,False
F0022,W022,39.362976217759766,0.03327156618923004,465.22577450258916,119.5705440215392,True
F0023,G05,32.26176120824876,0.015302851296983626,552.5851965941715,100.80281599726368,True
F0024,W074,62.628278163956615,0.015397636536692337,477.1489555279789,97.85822159932806,False
F0025,W034,33.41379035497903,0.02827610115182174,835.4490702866749,136.38610324466424,True
F0026,W041,31.316788271700304,0.010680597149678082,475.2846666190958,91.67929023364613,True
F0027,G01,35.40407486834478,0.0019021966867489458,774.8987179034847,144.7929909845696,False
F0028,G04,31.535043997286273,0.010459751415112156,697.6967415212232,108.66609096079324,True
F0029,W006,47.5511445364137,0.007675700701094266,609.005314664954,139.22438258730196,True
F0030,W047,45.96885631110928,0.009421442097616922,473.61869152160244,66.80339805658988,False
F0031,W030,45.67020251993165,0.025662283958665547,545.701660604313,87.42028449363974,True
F0032,W047,40.30901495272277,0.05327058963899094,269.3933551183176,118.22724531471363,True
F0033,W008,41.20073850580226,0.04434207435549868,899.7738624888239,158.9705992272782,True
F0034,G07,39.274583968469656,0.0033290132474885184,490.9868808409632,136.09399918658278,True
F0035,W047,43.89922541953952,0.051498545590170655,895.4946715182998,122.84541092293557,False
F0036,W067,33.42732563485243,0.025000895693870526,676.2602458044211,101.80130637544517,False
F0037,W043,51.924770973521035,0.030562160414249466,336.6646461150171,83.2445733076452,True
F0038,W049,41.11520127936183,0.021002450357633814,726.122726050137,129.92943240888852,False
F0039,C02,45.57986676716118,0.004741196028947213,780.8108207825958,130.51384085326424,True
F0040,W034,33.538928727526375,0.02230751733332058,628.8210677378621,120.81287637744961,True
F0041,W095,39.267161039201184,0.019227762107565455,661.2606510460505,118.81212719826506,True
F0042,W019,41.30456826245407,0.007216765105431859,751.4259771593689,100.79353000232304,True
F0043,W035,37.813345208798964,0.018674409137924862,745.4540062667909,112.83822156641664,True
F0044,W056,43.677093569310536,0.017431280671294694,802.1395999868702,103.62042873422557,True
F0045,W016,37.9997594495856,0.03499024293681603,609.3384659964662,120.64302105626659,True
F0046,W011,47.95323637217941,0.03816453070534427,392.04451180941976,109.21124219445548,False
F0047,W036,41.682165431014894,0.044282436081370315,726.4457964657435,96.71376441388344,False
F0048,W073,38.24391097429545,0.020603556022596944,362.3884627210939,94.40430896555063,True
F0049,W014,48.6595472150269,0.010431411500250011,712.858750640171,163.77178170353218,True
F0050,W049,41.269419520503945,0.028246044860859208,786.73088164065,118.76431695222135,False
F0051,W047,40.80077777211161,0.06594413012141585,603.1993071476476,89.37642701748563,False
F0052,W053,42.481429705378275,0.015265575638645822,812.6581223205253,131.47755262060667,True
F0053,W059,27.460153892364577,0.023570244955034524,766.3147015811695,148.24490117165115,False
F0054,W004,53.377303728877884,0.01854055395202543,648.8772789985923,100.96053232490172,True
F0055,W031,51.22095373795223,0.026357394183456416,755.466141198588,142.4633975680597,True
F0056,W065,27.698881684962736,0.028849605542060865,667.3923865285433,99.38617472112334,True
F0057,W072,45.05102554027393,0.04242170198514783,922.8141742364458,134.07543875796333,False
F0058,W057,44.928605274384346,0.03353463429524918,459.8993674629554,113.59577086587983,False
F0059,W091,46.89996704538456,0.03361319532611876,353.6606636359777,98.59657163340044,True
F0060,W036,30.223104097904574,0.017996647821728263,358.09641762867693,155.31857812133265,True
F0061,W039,43.15323686255319,0.015156981401316983,856.2907927156409,96.31081818349938,True
F0062,W089,43.54851862654233,0.011247053737978213,937.5666858494708,114.45836102871081,True
F0063,W085,42.10703913040073,0.02153837973338869,1022.3908262432637,108.4087338377431,True
F0064,C02,39.66545450865906,0.0159353145105384,677.0179707941503,101.46021442178991,True
F0065,W090,50.82726427332195,0.0035136473400435068,441.86408716828925,119.68128710997921,True
F0066,W068,46.89706016773867,0.016571628952938174,825.3886059604677,103.01205757778237,True
F0067,W088,48.59608829286736,0.01617792236758583,464.40702260233263,106.35032170683938,False
F0068,W090,39.23772612362582,0.008251400195618597,663.8886416502348,108.91580169604809,True
F0069,W070,22.587751837475526,0.04069971874791222,365.1165813919441,110.458549881886,True
F0070,W014,32.2463507035512,0.01911649058382076,535.4735965416719,120.18576193522361,True
F0071,W022,17.378929659767554,0.03508267919608963,579.9954340661797,153.93719609614948,False
F0072,W030,45.76199368216359,0.0839468741293616,572.649823936859,101.18290804680501,False
F0073,W089,33.5897872808632,0.019428022207861453,566.1016812297316,72.53532550460902,False
F0074,W013,48.119296970330126,0.06221520511450684,585.6155830158708,96.70263867196172,True
F0075,W070,43.67418536764296,0.009061626762082416,505.122276839883,115.82613338698789,True
F0076,G05,42.6615395978868,0.019456976195159972,750.9657933675979,120.83610003648371,True
F0077,W001,30.077745169488317,0.013178084586771837,950.248085150972,125.77503484027409,False
F0078,W082,39.91556258320927,0.03975306417154992,692.7326564953852,128.8928670924053,False
F0079,W029,35.84815392075857,0.029512416336601243,651.2481334945068,105.30592064472476,True
F0080,W004,41.784084256675705,0.06927897764116626,535.1345115897129,135.09951196717952,True
F0081,G08,40.30233847078735,0.07217362320615035,694.5583131260476,133.4083552701009,False
F0082,W018,45.54670634954501,0.012361324245447225,423.6657118236437,102.6476279307446,False
F0083,W021,29.203570599884436,0.011546229758545504,588.8937935741028,127.12784306210618,True
F0084,W084,49.51333765670492,0.01047663204290818,478.11109412015065,123.54900988816736,False
F0085,W008,43.691439963910604,0.019055519284089065,681.4586360395801,95.74123757033087,False
F0086,W069,46.88717973283729,0.0038493625278949164,670.8788216414807,81.66905174948836,False
F0087,W066,28.53753715656432,0.03045295690523124,587.8111542123074,140.68002257271675,False
F0088,W037,50.863691787353574,0.015189066900838894,618.3950825999123,88.53205046334702,True
F0089,W058,37.829362640587846,0.01722230409439256,755.2228370585335,126.47225540302802,True
F0090,G03,35.49099801034242,0.04309215257818217,508.52512094775346,126.9451249941026,False
F0091,W018,55.84206494029935,0.008133805405186257,662.3407532646684,153.864280457026,True
F0092,W047,44.08489555276454,0.03851964653471382,649.4791049416725,124.96536310447321,True
F0093,W046,40.812069050629724,0.00440207687357896,645.2387859600802,146.07475217828633,True
F0094,G02,34.37253015579086,0.04815424133991701,400.9551913247244,114.86843257902159,True
F0095,W031,43.54876176861117,0.02451017658711283,546.1433395917297,108.55358851907637,True
F0096,W083,39.26453878582892,0.018991254038824762,913.0003270189779,93.74892716112214,True
F0097,W096,38.46654683344179,0.01826424877201561,653.0084818062653,126.43968001501995,False
F0098,W057,38.93639982723229,0.026792846957876166,778.0235763673758,114.59815612407927,True
F0099,W007,51.69780686394416,0.017532847617071867,490.80485150296,104.01405787655526,True
F0100,G08,39.33330692527374,0.015075813183303895,664.1274040604095,88.06426877552411,False
F0101,W017,44.12656581082137,0.012135514135418937,673.4461257053305,113.6988777162411,True
F0102,W017,36.03803671710641,0.014806142572427091,524.1108054984345,96.81028977412107,True
F0103,C02,32.81854729428019,0.04244032081404849,545.2498295956736,86.58705042405452,True
F0104,W085,50.26061335275317,0.052806912673449766,707.5255162794658,104.6831592226201,True
F0105,W060,30.916153683347737,0.009849642064532312,812.7764527562651,98.0414541128864,False
F0106,G04,32.91438065566903,0.010456795631416155,876.976875614981,122.65786520992279,True
F0107,W051,42.89376914108104,0.014048794772104667,796.796602582466,123.86382220780906,True
F0108,W056,25.383147964654995,0.019282944828395297,607.3986648206185,120.50711027597444,False
F0109,W071,36.45486668239804,0.02205657763218475,489.80920436797237,142.1151047333482,True
F0110,W066,43.818846136126794,0.01697171037869871,682.0856651759165,120.3739499310185,False
F0111,W016,28.004881093749617,0.029447385151337383,442.11085578304943,124.69623080780656,False
F0112,G06,33.55253623381616,0.013611440351097787,757.2818224802411,92.92344735791623,False
F0113,W055,51.05096505880556,0.018931645297225127,526.1615867635662,97.17595234827778,True
F0114,W001,39.60253659949603,0.03504555213425155,791.1196710928789,128.61063882691033,True
F0115,G07,48.983266050579985,0.03024554208921398,320.0573423754077,137.49558212194415,False
F0116,W062,31.767715742069818,0.04592971981899665,774.9865612074218,119.1464561579558,True
F0117,W047,40.14369529894854,0.011557395641643181,667.5336497876541,98.129856030046,True
F0118,W061,44.52064810661122,0.002629100964143918,495.161570470271,132.288828235235,False
F0119,W085,51.083251737241305,0.007819074400094696,618.2030404155498,112.94669556920145,True
F0120,W084,52.49705327467865,0.004912630263566404,668.686433906784,125.98142654035799,True
F0121,W013,37.74272389549697,0.005082606520160275,703.429776964226,177.7262071930963,False
F0122,W030,34.04099812488342,0.023896570201782225,765.6975524358339,136.84781936921576,False
F0123,W078,29.462383258244756,0.020286918561870534,457.5943210160676,123.50682649232274,False
F0124,W058,47.51815038103279,0.01395801159818852,604.9593282350106,97.89682258032741,True
F0125,W013,50.35943835514494,0.051012721873304835,495.95526378426297,150.15767318175781,True
F0126,W022,38.987681850898056,0.01812074159222699,377.83163037277006,129.16623669832148,True
F0127,W026,40.43022456731314,0.03098417417132235,428.9416345507386,111.82365897604826,True
F0128,W007,50.119148170625095,0.015532474795438659,449.4940780016573,117.80507763151545,False
F0129,W059,36.049978595925346,0.004606247873707363,1022.9947052245859,162.05661686267675,True
F0130,W065,44.6572797792238,0.023657311482098594,485.8679970603689,60.0,False
F0131,W088,29.56931866158924,0.01316038947435565,463.1173153913301,118.49224642454364,False
F0132,C02,31.69995556751356,0.017282396679575623,592.7381837503943,106.62266567657504,True
F0133,W022,46.331655337615324,0.05236448792928211,430.54733057078886,136.1287715665108,True
F0134,W016,33.23947138698716,0.03586286727555537,589.2222557793251,142.15478528887024,True
F0135,W000,39.093078136267145,0.008523499763400147,623.3396075645412,132.42557472450648,False
F0136,W026,48.78274585489654,0.00220678842830451,686.8827206773449,60.0,False
F0137,W008,50.64763180526825,0.007987928511823783,431.1947013469835,139.94995319045242,False
F0138,W004,44.01188517484791,0.03536639679552614,566.1626867626226,139.68942481853017,True
F0139,W086,45.25676830596287,0.015578784694810884,515.8424876791335,172.39596024292092,True
F0140,W098,39.66621236976019,0.007491167664625915,636.0557395466651,88.10641249473039,False
F0141,W056,37.250285010558,0.02718750666444719,542.363280597962,140.293456159637,True
F0142,G04,34.57008008451179,0.018975616209608956,352.03398611320597,103.01209970789164,True
F0143,G07,34.58264248210103,0.021863326982947986,685.4122942472211,122.57383153533904,True
F0144,W062,46.530761087733225,0.07428535847744597,552.6259643037238,125.54824445078079,True
F0145,W015,39.58953993877666,0.0016681042815494126,502.5305902160256,130.31645413757983,True
F0146,W039,40.29869666791617,0.07328860814087998,912.6447003648773,126.03475510222809,True
F0147,W070,46.747613396749294,0.04076571790291091,653.9362570784891,88.2846807764394,True
F0148,W000,30.275716072111997,0.03522977989314865,568.0166546151567,153.56952079182338,False
F0149,W024,35.51896292587211,0.022381010021866654,677.4401073199282,63.54755108980012,True
F0150,W045,30.70168923319225,0.03678928336363853,677.0654673389054,140.7477147304115,True
F0151,W016,42.08785360969362,0.0334349165742676,433.37724852163876,113.38926731937377,False
F0152,W043,52.163192199791084,0.015386475420455284,747.2128415297727,119.59034755792582,True
F0153,W041,34.20533377645453,0.07202963015806953,664.6998694591192,126.80088772769366,True
F0154,W054,20.55305412195362,0.017699941061525906,715.4289843695491,83.33664053601788,True
F0155,W038,48.789116892018114,0.043051291526025354,529.2889906489004,115.94494780700279,True
F0156,W022,39.88109552177542,0.03606129750823678,350.378737081934,121.31779969756002,False
F0157,W067,44.913322765074454,0.013409956950021736,597.5747766187136,144.19434001870962,False
F0158,G03,44.36248909699497,0.0505911255522099,553.4724910828959,116.75727144816553,True
F0159,W086,47.379760124558274,0.01618904240445514,808.6604171460069,154.82902913473387,False
F0160,W005,25.71653433615353,0.018515509525362846,606.8957876146345,113.93035732969443,False
F0161,W094,48.68832373157193,0.03263876784403275,387.9891537481701,122.0902008924887,False
F0162,W061,43.85259051918101,0.04932226741335917,547.0105964185477,140.96305990397715,False
F0163,W019,38.67141764082199,0.01720386579979063,650.8076573826029,112.25754457111525,True
F0164,W055,28.728382314445682,0.024760605712455936,548.1089681444922,100.67098910412943,True
F0165,W040,42.824938242646816,0.02010744777756279,693.6621417789931,100.27329986889457,False
F0166,W076,37.717982664674885,0.025375375325958044,789.1202466582525,106.3376272897485,True
F0167,W077,34.07560990321927,0.033075682744595825,741.8364727567085,114.9369907092703,True
F0168,W092,36.718546421123726,0.032029623135361514,519.5403637791264,115.60036051298923,False
F0169,W092,46.304730690633704,0.010157114196369355,544.6001635978157,97.35016881997385,False
F0170,W054,40.44048952621189,0.0008355538755625813,562.5209352384583,120.4066867145074,False
F0171,G03,45.7272709508082,0.05444631882092968,575.7914273460576,104.3904827154501,True
F0172,W028,34.42052767970839,0.020291051858889273,906.074357118292,134.4965853652987,True
F0173,W009,35.99792047369617,0.006071844791341097,464.51154805074987,125.33126567315404,True
